Season,Week,Date,SeasonWeek,StationID,SurveyID,Coyote,Opossum,Raccoon
FA10,week 4,11/2/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/3/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/4/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/5/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/6/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/7/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,0,0,0
FA10,week 4,11/8/2010,FA10 week 4,J01-SEP1,J01-SEP1-FA10,1,0,0
FA10,week 1,10/12/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 1,10/14/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 1,10/15/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 1,10/16/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 1,10/17/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 1,10/18/2010,FA10 week 1,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/19/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/20/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/21/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/22/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/23/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/24/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 2,10/25/2010,FA10 week 2,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/26/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/27/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/28/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/29/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/30/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,10/31/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 3,11/1/2010,FA10 week 3,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 4,11/2/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,0,0,0
FA10,week 4,11/3/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,J01-SKP1,J01-SKP1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/26/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/27/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/28/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/29/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/30/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,10/31/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 3,11/1/2010,FA10 week 3,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/2/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/3/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,J01-TFS1,J01-TFS1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/26/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/27/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/28/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/29/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/30/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,10/31/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 3,11/1/2010,FA10 week 3,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/2/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/3/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,J01-UIC1,J01-UIC1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/26/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/27/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/28/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/29/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/30/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,10/31/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 3,11/1/2010,FA10 week 3,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/2/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/3/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,R02-ALT1,R02-ALT1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/19/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/20/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/21/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/22/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/23/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/24/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 2,10/25/2010,FA10 week 2,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/26/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/27/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/28/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/29/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/30/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,10/31/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 3,11/1/2010,FA10 week 3,R02-DPG1,R02-DPG1-FA10,0,1,0
FA10,week 4,11/2/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/3/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/4/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/5/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/6/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/7/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 4,11/8/2010,FA10 week 4,R02-DPG1,R02-DPG1-FA10,0,0,0
FA10,week 1,10/12/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/19/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/20/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/21/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/22/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/23/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/24/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 2,10/25/2010,FA10 week 2,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/26/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/27/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/28/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/29/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/30/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,10/31/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 3,11/1/2010,FA10 week 3,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/2/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/3/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/4/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/5/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/6/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/7/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 4,11/8/2010,FA10 week 4,R02-FRP1,R02-FRP1-FA10,0,0,0
FA10,week 1,10/12/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/26/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/27/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/28/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/29/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/30/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,10/31/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 3,11/1/2010,FA10 week 3,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/2/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/3/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,R02-GFP1,R02-GFP1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/26/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/27/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/28/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/29/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/30/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,10/31/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 3,11/1/2010,FA10 week 3,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/2/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/3/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/4/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/5/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/6/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/7/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 4,11/8/2010,FA10 week 4,R03-AUP1,R03-AUP1-FA10,NA,NA,NA
FA10,week 1,10/12/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 2,10/19/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,1,0,1
FA10,week 2,10/20/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,1,0,0
FA10,week 2,10/21/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 2,10/22/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 2,10/23/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,1,0,0
FA10,week 2,10/24/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 2,10/25/2010,FA10 week 2,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/26/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/27/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/28/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/29/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/30/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,10/31/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 3,11/1/2010,FA10 week 3,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/2/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/3/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,1,0
FA10,week 4,11/4/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/5/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/6/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/7/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 4,11/8/2010,FA10 week 4,R03-CPG1,R03-CPG1-FA10,0,0,0
FA10,week 1,10/12/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/13/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/14/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/15/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/16/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/17/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 1,10/18/2010,FA10 week 1,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/19/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/20/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/21/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/22/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/23/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/24/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
FA10,week 2,10/25/2010,FA10 week 2,R03-EUC1,R03-EUC1-FA10,NA,NA,NA
